X,Obs_Name,Selection,View,Channel,Begin Time (s),End Time (s),High Freq (Hz),Low Freq (Hz),Center Freq (Hz),Avg Entropy ,Peak Freq Contour (Hz),PFC Max Freq (Hz),PFC Min Freq (Hz),Freq 5  (Hz),Freq 95  (Hz),BW 90  (Hz),Peak Freq (Hz),Song_Type,Obs_Code,Note_Code,Complete_Incomplete,Song_Quality,Masking,Time,Date,Site_Type,Site_Name,Site_Code,Year,Season,Site_Group,Treatment,Time_15,Time_30,Time_5,Note length (s)
725,BR_SD26_SD26_20200209_061500-3,17,Spectrogram 1,1,87.69531731,87.75319787,2647.268,1735.626,2156.25,2.565,2156.250;2343.750;2343.750;2062.500;2437.500;2437.500;2156.250;2156.250;2062.500;1781.250,2437.5,1781.25,1875,2531.25,656.25,2156.25,Song,1,2,C,B,FALSE,61500,20200209,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:15,06:00,06:15,0.057880556
726,BR_SD26_SD26_20200209_061500-3,18,Spectrogram 1,1,87.77100727,87.8222093,2594.673,1735.626,2062.5,2.457,2156.250;2062.500;2062.500;2156.250;2062.500;2062.500;1968.750;1875.000,2156.25,1875,1875,2437.5,562.5,2156.25,Song,1,3,C,B,FALSE,61500,20200209,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:15,06:00,06:15,0.051202031
727,BR_SD26_SD26_20200209_092000-6,29,Spectrogram 1,1,82.51431907,82.58285065,3132.151,2107.083,2531.25,2.508,2343.750;2437.500;2437.500;2343.750;2437.500;2437.500;2437.500;2718.750;2812.500;2812.500;2812.500;2343.750,2812.5,2343.75,2343.75,2906.25,562.5,2437.5,Song,1,1,C,G,FALSE,92000,20200209,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,09:15,09:00,09:20,0.068531578
728,BR_SD26_SD26_20200209_092000-6,34,Spectrogram 1,1,88.01987083,88.08137352,2932.832,1765.394,2343.75,2.577,2250.000;2250.000;2437.500;2437.500;2343.750;2250.000;1968.750;1781.250;1968.750;2343.750;1968.750,2437.5,1781.25,1875,2531.25,656.25,2343.75,Song,2,3,C,G,FALSE,92000,20200209,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,09:15,09:00,09:20,0.061502698
729,BR_SD26_SD26_20200209_092000-6,33,Spectrogram 1,1,87.82130497,87.94079593,3018.254,1395.231,1968.75,2.9,2812.500;2906.250;2906.250;2812.500;2906.250;2531.250;2437.500;1968.750;1968.750;1968.750;1968.750;1968.750;2531.250;2437.500;1875.000;1687.500;1593.750;1593.750;1687.500;1781.250;1593.750,2906.25,1593.75,1593.75,2812.5,1218.75,1968.75,Song,2,2,C,G,FALSE,92000,20200209,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,09:15,09:00,09:20,0.119490957
730,BR_SD26_SD26_20200209_092000-6,30,Spectrogram 1,1,82.66368276,82.7550582,2932.832,1623.024,1968.75,2.878,2437.500;2718.750;2718.750;2437.500;2437.500;1968.750;1781.250;1781.250;1781.250;1781.250;2718.750;2437.500;2437.500;1875.000;2718.750;2812.500,2812.5,1781.25,1781.25,2812.5,1031.25,1781.25,Song,1,2,C,G,FALSE,92000,20200209,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,09:15,09:00,09:20,0.091375438
731,BR_SD26_SD26_20200209_092000-6,32,Spectrogram 1,1,87.70532846,87.75453061,3103.677,2107.083,2625,2.603,2531.250;2437.500;2531.250;2812.500;2812.500;2906.250;2812.500;2906.250,2906.25,2437.5,2343.75,3000,656.25,2531.25,Song,2,1,C,G,FALSE,92000,20200209,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,09:15,09:00,09:20,0.049202158
732,BR_SD26_SD26_20200209_094000-5,20,Spectrogram 1,1,117.2288085,117.2777843,2629.736,1858.347,2437.5,2.356,2250.000;2437.500;2531.250;2437.500;1875.000;2250.000;2531.250;2156.250,2531.25,1875,2062.5,2531.25,468.75,2437.5,Song,1,1,C,G,FALSE,94000,20200209,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,09:30,09:30,09:40,0.048975856
733,BR_SD26_SD26_20200209_094000-5,21,Spectrogram 1,1,117.3935454,117.4959495,2208.978,1314.868,1687.5,2.2,1875.000;2062.500;1875.000;1781.250;1781.250;1687.500;1593.750;1593.750;1593.750;1500.000;1500.000;1500.000;1500.000;1500.000;1500.000;1593.750;1875.000;1406.250,2062.5,1406.25,1500,1968.75,468.75,1593.75,Song,1,2,C,G,FALSE,94000,20200209,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,09:30,09:30,09:40,0.102404061
734,BR_SD26_SD26_20200210_060500-5,23,Spectrogram 1,1,123.8847086,123.9426681,7109.131,1924.276,4312.5,3.959,4312.500;4406.250;4406.250;4406.250;4406.250;2906.250;3750.000;3562.500;3656.250;3937.500,4406.25,2906.25,2250,6562.5,4312.5,4406.25,Alarm/Distress,2,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0579595
735,BR_SD26_SD26_20200210_060500-5,24,Spectrogram 1,1,124.1455262,124.2034856,7429.844,1763.92,4312.5,4.12,4312.500;4312.500;4406.250;4406.250;2531.250;2906.250;3843.750;3562.500;4312.500;4312.500,4406.25,2531.25,2250,6562.5,4312.5,4406.25,Alarm/Distress,3,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0579594
736,BR_SD26_SD26_20200210_060500-5,25,Spectrogram 1,1,124.9086589,124.9601785,7376.392,1657.016,3093.75,4.212,2250.000;6656.250;4406.250;2343.750;3000.000;3750.000;2906.250;2250.000;2531.250,6656.25,2250,2156.25,6656.25,4500,3000,Alarm/Distress,4,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0515196
737,BR_SD26_SD26_20200210_060500-5,22,Spectrogram 1,1,123.7720097,123.8299692,7590.2,2084.633,4406.25,4.233,2250.000;2250.000;2250.000;4406.250;4406.250;2531.250;2812.500;2625.000;5156.250;2250.000,5156.25,2250,2250,6750,4500,4406.25,Alarm/Distress,1,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0579595
738,BR_SD26_SD26_20200210_060500-5,27,Spectrogram 1,1,125.4276038,125.4823432,7322.94,1977.728,3843.75,3.884,2062.500;4312.500;4312.500;4406.250;2437.500;2906.250;3843.750;2906.250;2625.000,4406.25,2062.5,2343.75,6468.75,4125,4406.25,Alarm/Distress,6,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0547394
739,BR_SD26_SD26_20200210_060500-5,28,Spectrogram 1,1,125.7077411,125.7657006,6948.775,1977.728,3000,3.972,4218.750;4218.750;4312.500;2343.750;2906.250;3468.750;3468.750;2718.750;3093.750;3656.250,4312.5,2343.75,2156.25,5812.5,3656.25,2906.25,Alarm/Distress,7,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0579595
740,BR_SD26_SD26_20200210_060500-5,29,Spectrogram 1,1,125.9524588,126.0200782,7804.009,1817.372,3468.75,4.135,2062.500;4218.750;4406.250;4406.250;2250.000;3000.000;3750.000;2906.250;3562.500;4406.250;3843.750,4406.25,2062.5,2250,6562.5,4312.5,3000,Alarm/Distress,8,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0676194
741,BR_SD26_SD26_20200210_060500-5,26,Spectrogram 1,1,125.1598166,125.217776,7269.488,1977.728,3562.5,4.22,2062.500;4312.500;4312.500;4406.250;2437.500;2906.250;3843.750;2625.000;3750.000;3750.000,4406.25,2062.5,2250,6468.75,4218.75,2906.25,Alarm/Distress,5,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0579594
742,BR_SD26_SD26_20200210_060500-5,31,Spectrogram 1,1,126.7617404,126.8229198,8017.817,1977.728,3000,3.877,2250.000;2250.000;2250.000;2250.000;2437.500;3000.000;3000.000;3843.750;3750.000;3375.000;6750.000,6750,2250,2250,4875,2625,3000,Alarm/Distress,10,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0611794
743,BR_SD26_SD26_20200210_060500-5,32,Spectrogram 1,1,127.1159371,127.1803365,7429.844,1710.468,3093.75,4.106,1781.250;1875.000;1968.750;2062.500;4218.750;4218.750;2906.250;3281.250;2906.250;3656.250;2906.250,4218.75,1781.25,2062.5,6093.75,4031.25,2906.25,Alarm/Distress,11,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0643994
744,BR_SD26_SD26_20200210_060500-5,33,Spectrogram 1,1,127.4218342,127.4830136,7910.913,1924.276,4125,4.166,2250.000;4406.250;4406.250;4406.250;4500.000;2906.250;4500.000;3000.000;3375.000;3750.000;4500.000,4500,2250,2343.75,6562.5,4218.75,4406.25,Alarm/Distress,12,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0611794
745,BR_SD26_SD26_20200210_060500-5,34,Spectrogram 1,1,127.6609545,127.7285739,7804.009,1924.276,3937.5,4.079,4312.500;4312.500;4312.500;4406.250;4500.000;2906.250;3843.750;3843.750;3843.750;3843.750;3375.000;4500.000,4500,2906.25,2343.75,6468.75,4125,4312.5,Alarm/Distress,13,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0676194
746,BR_SD26_SD26_20200210_060500-5,35,Spectrogram 1,1,127.8960123,127.9765115,8071.269,2031.18,3843.75,4.062,2250.000;4500.000;4406.250;4500.000;4500.000;3093.750;3750.000;3843.750;3750.000;4500.000;4500.000;4500.000;3468.750;3562.500,4500,2250,2250,5062.5,2812.5,4500,Alarm/Distress,14,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0804992
747,BR_SD26_SD26_20200210_060500-5,36,Spectrogram 1,1,128.1456449,128.2261442,8017.817,2031.18,3750,4.203,4312.500;2250.000;4500.000;4500.000;4593.750;3093.750;3750.000;3843.750;3843.750;4500.000;4406.250;4500.000;3000.000;4500.000,4593.75,2250,2250,5625,3375,4593.75,Alarm/Distress,15,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0804993
748,BR_SD26_SD26_20200210_060500-5,37,Spectrogram 1,1,128.4386621,128.5159414,8017.817,2031.18,3656.25,4.054,2250.000;2250.000;2250.000;4593.750;3093.750;3562.500;3843.750;3843.750;3281.250;4593.750;4593.750;3000.000;4593.750,4593.75,2250,2250,5156.25,2906.25,4593.75,Alarm/Distress,16,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0772793
749,BR_SD26_SD26_20200210_060500-5,38,Spectrogram 1,1,128.7195189,128.812898,8124.722,1977.728,3187.5,4.304,2250.000;2250.000;2250.000;2250.000;4593.750;3093.750;3562.500;3843.750;4593.750;4500.000;4500.000;4593.750;3843.750;4500.000;4500.000;4593.750;3187.500,4593.75,2250,2250,4875,2625,3093.75,Alarm/Distress,17,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0933791
750,BR_SD26_SD26_20200210_060500-5,39,Spectrogram 1,1,129.0071851,129.1005642,8017.817,1924.276,4500,4.052,2250.000;2250.000;2250.000;4593.750;4593.750;3093.750;3562.500;4593.750;4500.000;3281.250;4593.750;4500.000;4593.750;4500.000;4593.750;3093.750;3656.250,4593.75,2250,2250,5062.5,2812.5,4593.75,Alarm/Distress,18,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0933791
751,BR_SD26_SD26_20200210_060500-5,40,Spectrogram 1,1,129.2749255,129.3425448,8178.174,2031.18,3187.5,4.184,2250.000;2250.000;2250.000;2250.000;4593.750;3187.500;3750.000;3093.750;3843.750;3750.000;2625.000,4593.75,2250,2250,6656.25,4406.25,4593.75,Alarm/Distress,19,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0676193
752,BR_SD26_SD26_20200210_060500-5,41,Spectrogram 1,1,129.5366521,129.6590109,7910.913,1977.728,3281.25,4.473,2906.250;2156.250;2250.000;2250.000;4406.250;2343.750;3000.000;3187.500;3000.000;3843.750;4500.000;4500.000;4500.000;3843.750;3750.000;4500.000;4500.000;3468.750;4500.000;3656.250;2718.750;2812.500,4500,2156.25,2250,5812.5,3562.5,3000,Alarm/Distress,20,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.1223588
753,BR_SD26_SD26_20200210_060500-5,42,Spectrogram 1,1,129.8457692,129.9423682,8231.626,1924.276,3375,4.193,2250.000;2250.000;4500.000;4500.000;2250.000;4687.500;3093.750;3000.000;4593.750;4500.000;4500.000;4500.000;2812.500;4500.000;4500.000;4500.000;4593.750,4687.5,2250,2250,4968.75,2718.75,4687.5,Alarm/Distress,21,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.096599
754,BR_SD26_SD26_20200210_060500-5,30,Spectrogram 1,1,126.3774948,126.4451141,7483.296,1763.92,3093.75,4.154,2062.500;1968.750;2062.500;4218.750;4312.500;4312.500;4312.500;3000.000;2812.500;2812.500;3750.000;2718.750,4312.5,1968.75,2156.25,5343.75,3187.5,3000,Alarm/Distress,9,1,C,G,FALSE,60500,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:05,0.0676193
755,BR_SD26_SD26_20200210_061000-5,38,Spectrogram 1,1,90.71825792,90.79370605,6993.865,1879.291,3000,4.22,4312.500;4312.500;4406.250;2250.000;2250.000;2531.250;3375.000;3281.250;2531.250;2156.250;2062.500;1968.750;4406.250,4406.25,1968.75,2156.25,6562.5,4406.25,2250,Alarm/Distress,1,3,C,G,FALSE,61000,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:10,0.075448127
756,BR_SD26_SD26_20200210_061000-5,36,Spectrogram 1,1,90.29301069,90.38262891,3103.677,2078.609,2718.75,2.638,2156.250;2625.000;2718.750;2718.750;2718.750;2718.750;2718.750;2812.500;2812.500;2906.250;2812.500;2906.250;2812.500;2812.500;3093.750;2343.750,3093.75,2156.25,2250,3000,750,2812.5,Alarm/Distress,1,1,C,G,FALSE,61000,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:10,0.089618217
757,BR_SD26_SD26_20200210_061000-5,37,Spectrogram 1,1,90.58119476,90.67432742,2619.617,1936.239,2156.25,2.134,1968.750;2062.500;2062.500;2156.250;2062.500;2156.250;2156.250;2062.500;2156.250;2156.250;2156.250;2156.250;2062.500;2156.250;2250.000;2343.750;2437.500,2437.5,1968.75,1968.75,2531.25,562.5,2156.25,Alarm/Distress,1,2,C,G,FALSE,61000,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:10,0.093132658
758,BR_SD26_SD26_20200210_061000-5,42,Spectrogram 1,1,93.75809493,93.83716983,7509.202,2134.969,4406.25,4.159,3750.000;3750.000;4312.500;4406.250;4406.250;4406.250;4406.250;2718.750;3468.750;2718.750;2250.000;4406.250;3000.000;4406.250,4406.25,2250,2250,6656.25,4406.25,4406.25,Alarm/Distress,2,3,C,G,FALSE,61000,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:10,0.079074898
759,BR_SD26_SD26_20200210_061000-5,40,Spectrogram 1,1,93.29243164,93.36096322,7656.442,1987.73,4593.75,3.639,4593.750;4593.750;4500.000;4593.750;4687.500;4593.750;4500.000;3750.000;4593.750;4593.750;4593.750;4687.500,4687.5,3750,2343.75,5625,3281.25,4593.75,Alarm/Distress,2,1,C,G,FALSE,61000,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:10,0.068531578
760,BR_SD26_SD26_20200210_061000-5,41,Spectrogram 1,1,93.51911302,93.58413016,7730.061,2282.209,4406.25,3.962,4406.250;4406.250;4406.250;4406.250;4406.250;4406.250;4031.250;2906.250;3093.750;3937.500;3656.250;4031.250,4406.25,2906.25,2906.25,6562.5,3656.25,4406.25,Alarm/Distress,2,2,C,G,FALSE,61000,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:10,0.065017138
761,BR_SD26_SD26_20200210_061000-5,45,Spectrogram 1,1,97.10911644,97.18291968,9496.933,1914.11,4406.25,4.556,5062.500;2156.250;4406.250;4406.250;4406.250;4500.000;2718.750;6656.250;2156.250;2250.000;3468.750;2250.000;4406.250,6656.25,2156.25,2156.25,6843.75,4687.5,4406.25,Alarm/Distress,3,2,C,G,FALSE,61000,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:10,0.073803238
762,BR_SD26_SD26_20200210_061000-5,44,Spectrogram 1,1,96.80336017,96.87189175,9423.313,1987.73,4500,4.32,2250.000;4593.750;4593.750;4593.750;4593.750;4406.250;3187.500;3281.250;3468.750;3562.500;3562.500;3562.500,4593.75,2250,2250,6937.5,4687.5,4593.75,Alarm/Distress,3,1,C,G,FALSE,61000,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:10,0.068531578
763,BR_SD26_SD26_20200210_072000-1,45,Spectrogram 1,1,142.5539883,142.7187253,2594.673,1402.526,1968.75,2.082,1875.000;1781.250;1875.000;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;2062.500;1875.000;1875.000;1968.750;1968.750;1968.750;1968.750;1968.750;1968.750;2062.500;1781.250;1781.250;1593.750;1593.750;1500.000;1500.000;1500.000;1593.750;1500.000,2062.5,1500,1500,2156.25,656.25,1968.75,Song,1,2,C,G,FALSE,72000,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,07:15,07:00,07:20,0.164736968
764,BR_SD26_SD26_20200210_072000-1,43,Spectrogram 1,1,142.3603111,142.5005601,2945.304,1840.815,2625,2.203,2343.750;2343.750;2437.500;2531.250;2437.500;2437.500;2437.500;2625.000;2625.000;2625.000;2812.500;2625.000;2718.750;2625.000;2531.250;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2625.000;2531.250;2718.750;2531.250,2812.5,2343.75,2437.5,2812.5,375,2625,Song,1,1,C,G,FALSE,72000,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,07:15,07:00,07:20,0.14024904
765,BR_SD26_SD26_20200210_095000-4,48,Spectrogram 1,1,112.9042357,112.9692529,3276.074,2024.54,2906.25,2.716,2437.500;2531.250;2531.250;2812.500;2812.500;3000.000;3093.750;3093.750;3000.000;3093.750;2906.250,3093.75,2437.5,2156.25,3093.75,937.5,3093.75,Song,1,1,C,B,FALSE,95000,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,09:45,09:30,09:50,0.065017138
766,BR_SD26_SD26_20200210_095000-4,49,Spectrogram 1,1,113.2205353,113.3312402,2944.785,1546.012,2437.5,2.897,1781.250;2062.500;2531.250;2437.500;2437.500;2437.500;2531.250;2156.250;2437.500;1875.000;2156.250;1781.250;1687.500;2437.500;2437.500;2531.250;2531.250;2906.250;1781.250;2437.500,2906.25,1687.5,1781.25,2625,843.75,2437.5,Song,1,2,C,B,FALSE,95000,20200210,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,09:45,09:30,09:50,0.110704857
767,BR_SD26_SD26_20200211_064000-5,47,Spectrogram 1,1,169.3148871,169.4128388,3120.62,2191.447,2718.75,2.64,2531.250;2625.000;2718.750;2718.750;2718.750;2437.500;2718.750;2812.500;2718.750;2812.500;2812.500;2906.250;2531.250;2250.000;2343.750;2718.750;2343.750,2906.25,2250,2343.75,3000,656.25,2437.5,Song,1,1,C,B,FALSE,64000,20200211,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:30,06:30,06:40,0.097951711
768,BR_SD26_SD26_20200211_064000-5,48,Spectrogram 1,1,169.5731234,169.7022416,2734.925,1788.22,2343.75,2.455,2437.500;2437.500;2437.500;2437.500;2437.500;2531.250;2343.750;1968.750;1875.000;1968.750;2343.750;2718.750;2343.750;2625.000;2437.500;2062.500;2062.500;1968.750;1968.750;2437.500;2343.750;1875.000;1968.750;1875.000,2718.75,1875,1875,2625,750,2437.5,Song,1,2,C,B,FALSE,64000,20200211,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:30,06:30,06:40,0.129118164
769,BR_SD26_SD26_20200213_055500-3,49,Spectrogram 1,1,190.7321268,190.8078168,3050.494,2033.662,2531.25,2.722,2718.750;2343.750;2343.750;2343.750;2343.750;2531.250;2437.500;2718.750;2437.500;2437.500;2437.500;2531.250;2531.250,2718.75,2343.75,2250,2812.5,562.5,2531.25,Song,1,1,C,G,FALSE,55500,20200213,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,05:45,05:30,05:55,0.075689958
770,BR_SD26_SD26_20200213_055500-3,51,Spectrogram 1,1,190.9814584,191.1239336,2805.052,1893.41,2250,2.237,2437.500;2531.250;2250.000;2437.500;2437.500;2437.500;2343.750;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2250.000;2343.750;2343.750;2343.750;2250.000;2343.750;2531.250;2531.250;2343.750;2625.000;2250.000;2437.500,2625,2250,2062.5,2531.25,468.75,2250,Song,1,2,C,G,FALSE,55500,20200213,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,05:45,05:30,05:55,0.142475215
771,BR_SD26_SD26_20200213_055500-3,52,Spectrogram 1,1,191.1706833,191.4155626,2524.547,1577.842,1968.75,2.27,2062.500;2062.500;2062.500;2062.500;2062.500;1968.750;1875.000;1687.500;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;1875.000;1781.250;1687.500;1875.000;1875.000;1875.000;1875.000;1781.250;1875.000;2062.500;2062.500;2062.500;2156.250;2156.250;1875.000;1968.750;2062.500;2062.500;1968.750;1875.000;1781.250;1875.000;1875.000;1968.750;1687.500;1781.250;1687.500;1687.500;1781.250,2156.25,1687.5,1687.5,2250,562.5,2062.5,Song,1,3,C,G,FALSE,55500,20200213,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,05:45,05:30,05:55,0.244879277
772,BR_SD26_SD26_20200213_055500-4,54,Spectrogram 1,1,200.2017637,200.2373825,1805.752,1122.021,1406.25,2.273,1312.500;1312.500;1312.500;1406.250;1406.250;1500.000,1500,1312.5,1218.75,1687.5,468.75,1312.5,Contact,1,1,C,G,FALSE,55500,20200213,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,05:45,05:30,05:55,0.035618804
773,BR_SD26_SD26_20200213_055500-4,55,Spectrogram 1,1,200.357596,200.4221551,1893.41,1051.894,1406.25,2.274,1218.750;1312.500;1312.500;1406.250;1312.500;1687.500;1312.500;1687.500;1312.500;1312.500;1593.750,1687.5,1218.75,1218.75,1781.25,562.5,1312.5,Contact,1,2,C,G,FALSE,55500,20200213,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,05:45,05:30,05:55,0.064559082
774,BR_SD26_SD26_20200213_055500-4,57,Spectrogram 1,1,205.0952209,205.135292,1910.941,1262.273,1593.75,2.347,1593.750;1593.750;1687.500;1312.500;1687.500;1687.500,1687.5,1312.5,1312.5,1781.25,468.75,1687.5,Contact,2,1,C,G,FALSE,55500,20200213,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,05:45,05:30,05:55,0.040071155
775,BR_SD26_SD26_20200213_055500-4,58,Spectrogram 1,1,205.1820417,205.2443746,1998.599,1244.742,1593.75,2.421,1312.500;1687.500;1406.250;1593.750;1406.250;1687.500;1406.250;1687.500;1781.250;1406.250;1312.500,1781.25,1312.5,1312.5,1875,562.5,1406.25,Contact,2,2,C,G,FALSE,55500,20200213,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,05:45,05:30,05:55,0.062332906
776,BR_SD26_SD26_20200213_060000-2,59,Spectrogram 1,1,214.2336542,214.3672247,3155.683,2331.699,2812.5,2.405,2718.750;2718.750;2812.500;2531.250;2812.500;2906.250;2812.500;2812.500;2812.500;2812.500;2531.250;3000.000;2906.250;2718.750;2906.250;2906.250;2906.250;2906.250;2906.250;3000.000;2906.250;2812.500;2906.250;2343.750,3000,2343.75,2531.25,3000,468.75,2812.5,Song,1,1,C,G,FALSE,60000,20200213,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:00,0.133570515
777,BR_SD26_SD26_20200213_060000-2,61,Spectrogram 1,1,214.5007952,214.663306,2769.989,1612.905,2250,2.764,2718.750;1875.000;2531.250;2343.750;2343.750;2250.000;2250.000;2343.750;2343.750;2250.000;1968.750;1875.000;2156.250;2718.750;2718.750;2718.750;2250.000;2156.250;2250.000;1781.250;1781.250;1781.250;2250.000;2156.250;2156.250;1781.250;2062.500;1781.250;2062.500;1781.250,2718.75,1781.25,1781.25,2625,843.75,2250,Song,1,2,C,G,FALSE,60000,20200213,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:00,0.162510792
778,BR_SD26_SD26_20200213_060000-3,64,Spectrogram 1,1,220.7043827,220.8290485,2927.773,1647.968,2343.75,2.878,2250.000;2250.000;2437.500;2437.500;2250.000;2250.000;2343.750;2343.750;2250.000;2343.750;2343.750;2156.250;2718.750;2343.750;2250.000;2250.000;2718.750;1781.250;1781.250;1781.250;1875.000;2343.750,2718.75,1781.25,1781.25,2718.75,937.5,2250,Song,1,2,C,G,FALSE,60000,20200213,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:00,0.124665814
779,BR_SD26_SD26_20200213_060000-3,62,Spectrogram 1,1,220.4305631,220.530741,3032.962,2349.231,2718.75,2.27,2531.250;2625.000;2718.750;2718.750;2531.250;2531.250;2906.250;2812.500;2718.750;2718.750;2812.500;2625.000;2625.000;2906.250;2812.500;2906.250;2812.500;2531.250,2906.25,2531.25,2531.25,2906.25,375,2812.5,Song,1,1,C,G,FALSE,60000,20200213,Lantana,Barkheda,BR_1,2020,Winter_2020,Unrestored,Unrestored,06:00,06:00,06:00,0.100177886
